"","states","total_confirmed","new_confirmed","total_recoveries","new_recoveries","total_death","new_death","week","day","month"
"3210","Enugu",705,28,371,11,17,0,2020-07-21,"Tuesday","July"
"3211","Ebonyi",699,20,572,0,18,2,2020-07-21,"Tuesday","July"
"3212","Kwara",672,87,188,0,14,0,2020-07-21,"Tuesday","July"
"3213","Borno",603,1,521,8,35,0,2020-07-21,"Tuesday","July"
"3214","Gombe",558,0,510,0,23,0,2020-07-21,"Tuesday","July"
"3215","Bauchi",531,0,506,0,13,0,2020-07-21,"Tuesday","July"
"3216","Abia",526,0,391,0,3,0,2020-07-21,"Tuesday","July"
"3217","Imo",454,2,87,4,9,0,2020-07-21,"Tuesday","July"
"3218","Osun",359,8,155,56,10,0,2020-07-21,"Tuesday","July"
"3219","Bayelsa",322,0,200,21,21,0,2020-07-21,"Tuesday","July"
"3220","Jigawa",322,0,308,0,11,0,2020-07-21,"Tuesday","July"
"3221","Benue",294,0,53,0,6,0,2020-07-21,"Tuesday","July"
"3222","Nasarawa",289,8,113,0,8,0,2020-07-21,"Tuesday","July"
"3223","Akwa Ibom",176,0,121,0,3,0,2020-07-21,"Tuesday","July"
"3224","Niger",166,0,112,0,9,0,2020-07-21,"Tuesday","July"
"3225","Sokoto",153,0,137,0,16,0,2020-07-21,"Tuesday","July"
"3226","Anambra",132,0,67,0,12,0,2020-07-21,"Tuesday","July"
"3227","Adamawa",115,0,85,0,9,0,2020-07-21,"Tuesday","July"
"3228","Kebbi",90,1,74,0,7,0,2020-07-21,"Tuesday","July"
"3229","Ekiti",86,0,47,0,2,0,2020-07-21,"Tuesday","July"
"3230","Zamfara",77,0,71,0,5,0,2020-07-21,"Tuesday","July"
"3231","Yobe",64,0,53,0,8,0,2020-07-21,"Tuesday","July"
"3232","Taraba",54,24,11,0,0,0,2020-07-21,"Tuesday","July"
"3233","Cross River",29,16,3,0,1,0,2020-07-21,"Tuesday","July"
"3234","Kogi",5,0,3,0,2,0,2020-07-21,"Tuesday","July"
"3235","Lagos",12711,128,1935,19,175,2,2020-07-14,"Tuesday","July"
"3236","FCT",2687,12,810,17,39,0,2020-07-14,"Tuesday","July"
"3237","Oyo",1882,15,1008,0,19,0,2020-07-14,"Tuesday","July"
"3238","Edo",1807,29,1039,25,60,2,2020-07-14,"Tuesday","July"
"3239","Rivers",1397,9,946,20,46,0,2020-07-14,"Tuesday","July"
"3240","Delta",1392,33,583,0,34,3,2020-07-14,"Tuesday","July"
"3241","Kano",1314,0,1035,3,52,0,2020-07-14,"Tuesday","July"
"3242","Ogun",1105,14,745,2,22,0,2020-07-14,"Tuesday","July"
"3243","Kaduna",1039,23,660,8,12,0,2020-07-14,"Tuesday","July"
"3244","Ondo",747,9,138,0,21,0,2020-07-14,"Tuesday","July"
"3245","Katsina",669,0,441,0,23,0,2020-07-14,"Tuesday","July"
"3246","Ebonyi",616,0,508,0,6,0,2020-07-14,"Tuesday","July"
"3247","Borno",593,2,464,9,35,0,2020-07-14,"Tuesday","July"
"3248","Plateau",571,28,260,0,16,0,2020-07-14,"Tuesday","July"
"3249","Gombe",533,0,425,17,22,0,2020-07-14,"Tuesday","July"
"3250","Bauchi",521,0,505,0,13,0,2020-07-14,"Tuesday","July"
"3251","Enugu",515,39,322,0,16,1,2020-07-14,"Tuesday","July"
"3252","Kwara",422,92,179,0,14,2,2020-07-14,"Tuesday","July"
"3253","Abia",413,8,295,0,3,0,2020-07-14,"Tuesday","July"
"3254","Imo",399,0,73,0,8,0,2020-07-14,"Tuesday","July"
"3255","Jigawa",321,0,308,0,11,0,2020-07-14,"Tuesday","July"
"3256","Bayelsa",318,5,153,0,18,0,2020-07-14,"Tuesday","July"
"3257","Osun",276,14,84,0,8,0,2020-07-14,"Tuesday","July"
"3258","Nasarawa",252,0,113,0,8,0,2020-07-14,"Tuesday","July"
"3259","Sokoto",153,0,136,1,16,0,2020-07-14,"Tuesday","July"
"3260","Akwa Ibom",145,0,83,0,3,0,2020-07-14,"Tuesday","July"
"3261","Niger",145,0,108,0,7,0,2020-07-14,"Tuesday","July"
"3262","Benue",126,0,35,0,6,0,2020-07-14,"Tuesday","July"
"3263","Adamawa",110,0,83,0,7,0,2020-07-14,"Tuesday","July"
"3264","Anambra",101,0,65,0,9,0,2020-07-14,"Tuesday","July"
"3265","Kebbi",87,0,74,0,7,0,2020-07-14,"Tuesday","July"
"3266","Zamfara",76,0,71,0,5,0,2020-07-14,"Tuesday","July"
"3267","Ekiti",66,3,40,0,2,0,2020-07-14,"Tuesday","July"
"3268","Yobe",62,0,51,0,8,0,2020-07-14,"Tuesday","July"
"3269","Taraba",30,0,11,0,0,0,2020-07-14,"Tuesday","July"
"3270","Cross River",10,0,3,0,1,0,2020-07-14,"Tuesday","July"
"3271","Kogi",5,0,3,0,2,0,2020-07-14,"Tuesday","July"
"3272","Lagos",11520,153,1691,15,133,1,2020-07-07,"Tuesday","July"
"3273","FCT",2322,41,691,28,35,0,2020-07-07,"Tuesday","July"
"3274","Oyo",1530,0,811,2,19,0,2020-07-07,"Tuesday","July"
"3275","Edo",1489,54,880,40,54,4,2020-07-07,"Tuesday","July"
"3276","Delta",1285,0,407,0,25,0,2020-07-07,"Tuesday","July"
"3277","Kano",1271,3,1029,0,52,0,2020-07-07,"Tuesday","July"
"3278","Rivers",1235,30,796,2,43,2,2020-07-07,"Tuesday","July"
"3279","Ogun",1050,3,652,11,21,0,2020-07-07,"Tuesday","July"
"3280","Kaduna",883,15,580,1,12,0,2020-07-07,"Tuesday","July"
"3281","Katsina",628,0,441,0,23,0,2020-07-07,"Tuesday","July"
"3282","Borno",555,8,448,2,34,1,2020-07-07,"Tuesday","July"
"3283","Ondo",550,76,124,0,20,0,2020-07-07,"Tuesday","July"
"3284","Gombe",521,1,380,3,21,0,2020-07-07,"Tuesday","July"
"3285","Bauchi",516,0,485,10,12,0,2020-07-07,"Tuesday","July"
"3286","Ebonyi",503,0,426,57,6,3,2020-07-07,"Tuesday","July"
"3287","Plateau",460,6,241,22,14,0,2020-07-07,"Tuesday","July"
"3288","Enugu",418,37,255,20,11,1,2020-07-07,"Tuesday","July"
"3289","Abia",400,9,218,0,3,0,2020-07-07,"Tuesday","July"
"3290","Imo",352,0,61,11,8,2,2020-07-07,"Tuesday","July"
"3291","Jigawa",318,0,308,0,10,0,2020-07-07,"Tuesday","July"
"3292","Kwara",297,13,162,1,9,0,2020-07-07,"Tuesday","July"
"3293","Bayelsa",269,1,137,10,16,0,2020-07-07,"Tuesday","July"
"3294","Nasarawa",234,2,113,0,8,0,2020-07-07,"Tuesday","July"
"3295","Osun",198,20,84,25,7,0,2020-07-07,"Tuesday","July"
"3296","Sokoto",153,0,125,0,16,0,2020-07-07,"Tuesday","July"
"3297","Niger",122,0,87,12,7,0,2020-07-07,"Tuesday","July"
"3298","Benue",121,24,35,2,6,1,2020-07-07,"Tuesday","July"
"3299","Akwa Ibom",112,0,71,0,3,0,2020-07-07,"Tuesday","July"
"3300","Adamawa",99,0,71,0,7,0,2020-07-07,"Tuesday","July"
"3301","Kebbi",86,2,63,5,7,0,2020-07-07,"Tuesday","July"
"3302","Zamfara",76,0,71,0,5,0,2020-07-07,"Tuesday","July"
"3303","Anambra",73,0,57,0,9,0,2020-07-07,"Tuesday","July"
"3304","Yobe",61,0,51,0,8,0,2020-07-07,"Tuesday","July"
"3305","Ekiti",45,0,40,0,2,0,2020-07-07,"Tuesday","July"
"3306","Taraba",27,5,11,1,0,0,2020-07-07,"Tuesday","July"
"3307","Cross River",5,0,3,0,1,0,2020-07-07,"Tuesday","July"
"3308","Kogi",5,0,3,0,2,0,2020-07-07,"Tuesday","July"
"3309","Lagos",10910,87,1631,0,132,0,2020-07-03,"Friday","July"
"3310","FCT",2080,60,617,9,35,0,2020-07-03,"Friday","July"
"3311","Oyo",1451,19,707,4,14,2,2020-07-03,"Friday","July"
"3312","Edo",1266,63,596,98,47,4,2020-07-03,"Friday","July"
"3313","Kano",1262,5,1003,26,52,0,2020-07-03,"Friday","July"
"3314","Delta",1165,16,407,20,25,0,2020-07-03,"Friday","July"
"3315","Rivers",1114,0,714,27,39,1,2020-07-03,"Friday","July"
"3316","Ogun",927,29,612,3,20,1,2020-07-03,"Friday","July"
"3317","Kaduna",835,17,570,0,12,0,2020-07-03,"Friday","July"
"3318","Katsina",579,1,441,0,23,0,2020-07-03,"Friday","July"
"3319","Bauchi",516,4,467,1,12,0,2020-07-03,"Friday","July"
"3320","Borno",515,14,436,3,33,0,2020-07-03,"Friday","July"
"3321","Gombe",513,2,373,4,19,0,2020-07-03,"Friday","July"
"3322","Ebonyi",438,0,357,0,3,0,2020-07-03,"Friday","July"
"3323","Plateau",402,9,219,0,12,2,2020-07-03,"Friday","July"
"3324","Ondo",394,41,110,0,20,0,2020-07-03,"Friday","July"
"3325","Abia",382,31,207,0,3,0,2020-07-03,"Friday","July"
"3326","Enugu",357,15,215,51,9,0,2020-07-03,"Friday","July"
"3327","Imo",352,0,50,0,6,0,2020-07-03,"Friday","July"
"3328","Jigawa",318,0,308,0,9,0,2020-07-03,"Friday","July"
"3329","Kwara",269,0,146,4,9,0,2020-07-03,"Friday","July"
"3330","Bayelsa",234,0,127,4,15,0,2020-07-03,"Friday","July"
"3331","Nasarawa",221,8,113,0,8,0,2020-07-03,"Friday","July"
"3332","Sokoto",152,0,121,0,16,1,2020-07-03,"Friday","July"
"3333","Osun",148,0,59,11,6,0,2020-07-03,"Friday","July"
"3334","Niger",116,0,45,0,7,0,2020-07-03,"Friday","July"
"3335","Akwa Ibom",104,0,54,0,2,0,2020-07-03,"Friday","July"
"3336","Benue",97,32,30,0,1,0,2020-07-03,"Friday","July"
"3337","Adamawa",89,0,47,0,6,0,2020-07-03,"Friday","July"
"3338","Kebbi",81,0,58,0,7,0,2020-07-03,"Friday","July"
"3339","Zamfara",76,0,71,0,5,0,2020-07-03,"Friday","July"
"3340","Anambra",73,0,57,0,9,0,2020-07-03,"Friday","July"
"3341","Yobe",61,0,48,0,8,0,2020-07-03,"Friday","July"
"3342","Ekiti",43,0,40,0,2,0,2020-07-03,"Friday","July"
"3343","Taraba",19,0,10,0,0,0,2020-07-03,"Friday","July"
"3344","Kogi",5,1,3,3,2,1,2020-07-03,"Friday","July"
"3345","Delta",965,0,190,0,23,0,2020-06-30,"Tuesday","June"
"3346","Ogun",826,19,571,1,19,1,2020-06-30,"Tuesday","June"
"3347","Kaduna",766,52,532,54,12,0,2020-06-30,"Tuesday","June"
"3348","Katsina",557,6,285,15,23,1,2020-06-30,"Tuesday","June"
"3349","Bauchi",503,3,449,10,12,0,2020-06-30,"Tuesday","June"
"3350","Gombe",503,0,352,2,19,0,2020-06-30,"Tuesday","June"
"3351","Borno",493,2,422,0,32,0,2020-06-30,"Tuesday","June"
"3352","Ebonyi",438,0,357,13,3,0,2020-06-30,"Tuesday","June"
"3353","Plateau",382,11,197,17,10,1,2020-06-30,"Tuesday","June"
"3354","Imo",332,14,40,0,6,1,2020-06-30,"Tuesday","June"
"3355","Jigawa",318,1,307,116,6,0,2020-06-30,"Tuesday","June"
"3356","Abia",310,8,207,0,3,0,2020-06-30,"Tuesday","June"
"3357","Ondo",292,16,102,13,19,0,2020-06-30,"Tuesday","June"
"3358","Enugu",261,0,73,10,6,0,2020-06-30,"Tuesday","June"
"3359","Kwara",217,0,131,3,6,0,2020-06-30,"Tuesday","June"
"3360","Nasarawa",213,0,113,0,8,0,2020-06-30,"Tuesday","June"
"3361","Bayelsa",205,7,100,0,14,2,2020-06-30,"Tuesday","June"
"3362","Sokoto",151,0,119,1,15,0,2020-06-30,"Tuesday","June"
"3363","Osun",127,3,48,1,5,0,2020-06-30,"Tuesday","June"
"3364","Niger",116,32,37,0,7,4,2020-06-30,"Tuesday","June"
"3365","Akwa Ibom",86,0,54,0,2,0,2020-06-30,"Tuesday","June"
"3366","Adamawa",84,0,47,0,6,0,2020-06-30,"Tuesday","June"
"3367","Kebbi",79,3,58,16,7,1,2020-06-30,"Tuesday","June"
"3368","Zamfara",76,0,71,0,5,0,2020-06-30,"Tuesday","June"
"3369","Anambra",73,0,57,0,9,0,2020-06-30,"Tuesday","June"
"3370","Benue",59,0,30,0,1,0,2020-06-30,"Tuesday","June"
"3371","Yobe",59,0,48,0,8,0,2020-06-30,"Tuesday","June"
"3372","Ekiti",43,0,29,0,2,0,2020-06-30,"Tuesday","June"
"3373","Taraba",19,0,10,0,0,0,2020-06-30,"Tuesday","June"
"3374","Kogi",4,0,0,0,0,0,2020-06-30,"Tuesday","June"
"3375","Lagos",9073,209,1457,9,126,0,2020-06-23,"Tuesday","June"
"3376","FCT",1605,22,497,7,30,0,2020-06-23,"Tuesday","June"
"3377","Kano",1190,0,744,26,51,0,2020-06-23,"Tuesday","June"
"3378","Oyo",1055,67,291,0,9,0,2020-06-23,"Tuesday","June"
"3379","Rivers",930,0,440,31,35,4,2020-06-23,"Tuesday","June"
"3380","Edo",797,0,243,1,32,1,2020-06-23,"Tuesday","June"
"3381","Ogun",699,36,422,56,16,0,2020-06-23,"Tuesday","June"
"3382","Kaduna",608,8,308,0,10,0,2020-06-23,"Tuesday","June"
"3383","Delta",569,37,136,6,20,0,2020-06-23,"Tuesday","June"
"3384","Bauchi",482,15,347,23,11,0,2020-06-23,"Tuesday","June"
"3385","Gombe",479,0,278,28,15,1,2020-06-23,"Tuesday","June"
"3386","Borno",477,1,376,9,31,0,2020-06-23,"Tuesday","June"
"3387","Katsina",434,0,239,0,22,0,2020-06-23,"Tuesday","June"
"3388","Jigawa",317,0,191,0,6,0,2020-06-23,"Tuesday","June"
"3389","Ebonyi",264,0,222,0,1,0,2020-06-23,"Tuesday","June"
"3390","Plateau",253,0,148,17,7,1,2020-06-23,"Tuesday","June"
"3391","Abia",252,20,93,0,3,0,2020-06-23,"Tuesday","June"
"3392","Imo",246,3,21,0,3,0,2020-06-23,"Tuesday","June"
"3393","Kwara",200,0,122,0,6,0,2020-06-23,"Tuesday","June"
"3394","Nasarawa",193,0,94,0,6,0,2020-06-23,"Tuesday","June"
"3395","Bayelsa",177,0,40,11,11,0,2020-06-23,"Tuesday","June"
"3396","Ondo",162,8,59,3,17,0,2020-06-23,"Tuesday","June"
"3397","Enugu",160,16,31,2,5,0,2020-06-23,"Tuesday","June"
"3398","Sokoto",138,0,116,0,14,0,2020-06-23,"Tuesday","June"
"3399","Zamfara",76,0,71,0,5,0,2020-06-23,"Tuesday","June"
"3400","Kebbi",67,0,40,0,6,0,2020-06-23,"Tuesday","June"
"3401","Osun",67,7,46,0,5,0,2020-06-23,"Tuesday","June"
"3402","Anambra",66,0,51,0,9,0,2020-06-23,"Tuesday","June"
"3403","Niger",66,0,37,0,3,0,2020-06-23,"Tuesday","June"
"3404","Akwa Ibom",65,0,43,0,2,0,2020-06-23,"Tuesday","June"
"3405","Yobe",56,0,45,0,8,0,2020-06-23,"Tuesday","June"
"3406","Benue",47,3,15,0,1,1,2020-06-23,"Tuesday","June"
"3407","Adamawa",45,0,37,0,5,0,2020-06-23,"Tuesday","June"
"3408","Ekiti",35,0,28,0,2,0,2020-06-23,"Tuesday","June"
"3409","Taraba",18,0,10,0,0,0,2020-06-23,"Tuesday","June"
"3410","Kogi",3,0,0,0,0,0,2020-06-23,"Tuesday","June"
"3411","Cross River",0,0,0,0,0,0,2020-06-23,"Tuesday","June"
"3412","Lagos",8576,169,1444,8,126,3,2020-06-21,"Sunday","June"
"3413","FCT",1567,18,486,11,30,2,2020-06-21,"Sunday","June"
"3414","Kano",1190,6,712,0,50,0,2020-06-21,"Sunday","June"
"3415","Oyo",912,52,282,0,9,0,2020-06-21,"Sunday","June"
"3416","Rivers",874,8,391,35,31,1,2020-06-21,"Sunday","June"
"3417","Edo",784,5,197,36,31,0,2020-06-21,"Sunday","June"
"3418","Ogun",646,23,361,3,15,0,2020-06-21,"Sunday","June"
"3419","Kaduna",580,28,302,16,10,0,2020-06-21,"Sunday","June"
"3420","Delta",501,0,124,0,17,0,2020-06-21,"Sunday","June"
"3421","Borno",468,2,362,9,31,0,2020-06-21,"Sunday","June"
"3422","Bauchi",464,17,324,2,11,0,2020-06-21,"Sunday","June"
"3423","Gombe",451,0,246,20,14,0,2020-06-21,"Sunday","June"
"3424","Katsina",426,0,233,0,22,0,2020-06-21,"Sunday","June"
"3425","Jigawa",317,0,191,0,6,0,2020-06-21,"Sunday","June"
"3426","Plateau",251,31,125,11,6,1,2020-06-21,"Sunday","June"
"3427","Ebonyi",234,0,137,0,0,0,2020-06-21,"Sunday","June"
"3428","Imo",234,29,21,0,3,0,2020-06-21,"Sunday","June"
"3429","Abia",222,1,93,0,3,0,2020-06-21,"Sunday","June"
"3430","Nasarawa",184,0,88,0,6,0,2020-06-21,"Sunday","June"
"3431","Kwara",180,0,122,0,6,0,2020-06-21,"Sunday","June"
"3432","Bayelsa",169,14,29,0,10,1,2020-06-21,"Sunday","June"
"3433","Enugu",144,18,29,0,5,0,2020-06-21,"Sunday","June"
"3434","Sokoto",135,0,115,0,14,0,2020-06-21,"Sunday","June"
"3435","Ondo",134,0,42,0,17,1,2020-06-21,"Sunday","June"
"3436","Zamfara",76,0,71,0,5,0,2020-06-21,"Sunday","June"
"3437","Kebbi",67,0,40,0,6,0,2020-06-21,"Sunday","June"
"3438","Anambra",66,0,51,0,9,0,2020-06-21,"Sunday","June"
"3439","Niger",66,0,37,4,3,1,2020-06-21,"Sunday","June"
"3440","Akwa Ibom",65,0,43,3,2,0,2020-06-21,"Sunday","June"
"3441","Osun",60,6,46,0,5,1,2020-06-21,"Sunday","June"
"3442","Yobe",56,0,45,0,8,0,2020-06-21,"Sunday","June"
"3443","Adamawa",45,3,37,0,5,1,2020-06-21,"Sunday","June"
"3444","Benue",44,5,15,3,0,0,2020-06-21,"Sunday","June"
"3445","Ekiti",35,1,28,0,2,0,2020-06-21,"Sunday","June"
"3446","Taraba",18,0,10,0,0,0,2020-06-21,"Sunday","June"
"3447","Kogi",3,0,0,0,0,0,2020-06-21,"Sunday","June"
"3448","Lagos",8177,281,1405,23,108,0,2020-06-19,"Friday","June"
"3449","FCT",1489,38,469,67,28,0,2020-06-19,"Friday","June"
"3450","Kano",1182,12,707,1,50,0,2020-06-19,"Friday","June"
"3451","Oyo",809,45,281,0,9,0,2020-06-19,"Friday","June"
"3452","Edo",748,19,161,1,31,0,2020-06-19,"Friday","June"
"3453","Rivers",739,18,304,16,27,1,2020-06-19,"Friday","June"
"3454","Ogun",623,37,358,2,15,0,2020-06-19,"Friday","June"
"3455","Kaduna",527,14,286,0,10,0,2020-06-19,"Friday","June"
"3456","Borno",465,1,342,9,31,1,2020-06-19,"Friday","June"
"3457","Gombe",451,4,220,29,13,0,2020-06-19,"Friday","June"
"3458","Bauchi",447,9,322,0,11,0,2020-06-19,"Friday","June"
"3459","Katsina",426,0,233,0,22,0,2020-06-19,"Friday","June"
"3460","Delta",418,18,119,15,17,0,2020-06-19,"Friday","June"
"3461","Jigawa",317,0,191,1,6,0,2020-06-19,"Friday","June"
"3462","Ebonyi",234,0,137,0,0,0,2020-06-19,"Friday","June"
"3463","Abia",221,48,93,73,3,3,2020-06-19,"Friday","June"
"3464","Plateau",207,21,114,0,5,0,2020-06-19,"Friday","June"
"3465","Imo",205,0,21,0,3,0,2020-06-19,"Friday","June"
"3466","Nasarawa",181,3,78,4,6,0,2020-06-19,"Friday","June"
"3467","Kwara",180,3,122,22,6,0,2020-06-19,"Friday","June"
"3468","Sokoto",135,0,115,0,14,0,2020-06-19,"Friday","June"
"3469","Bayelsa",128,17,29,1,9,6,2020-06-19,"Friday","June"
"3470","Ondo",128,23,42,0,16,1,2020-06-19,"Friday","June"
"3471","Enugu",126,31,28,0,5,0,2020-06-19,"Friday","June"
"3472","Zamfara",76,0,71,0,5,0,2020-06-19,"Friday","June"
"3473","Kebbi",67,0,34,0,6,0,2020-06-19,"Friday","June"
"3474","Anambra",66,0,51,7,9,0,2020-06-19,"Friday","June"
"3475","Niger",66,0,33,0,2,0,2020-06-19,"Friday","June"
"3476","Akwa Ibom",65,17,40,0,2,0,2020-06-19,"Friday","June"
"3477","Yobe",56,0,45,0,8,0,2020-06-19,"Friday","June"
"3478","Osun",54,3,45,0,4,0,2020-06-19,"Friday","June"
"3479","Adamawa",42,0,37,0,4,0,2020-06-19,"Friday","June"
"3480","Benue",39,3,12,1,0,0,2020-06-19,"Friday","June"
"3481","Ekiti",32,2,26,2,2,0,2020-06-19,"Friday","June"
"3482","Taraba",18,0,10,0,0,0,2020-06-19,"Friday","June"
"3483","Kogi",3,0,0,0,0,0,2020-06-19,"Friday","June"
"3484","Lagos",6840,229,1137,140,82,0,2020-06-12,"Friday","June"
"3485","FCT",1162,65,316,36,25,0,2020-06-12,"Friday","June"
"3486","Kano",1049,1,577,21,50,0,2020-06-12,"Friday","June"
"3487","Ogun",544,21,214,0,14,1,2020-06-12,"Friday","June"
"3488","Edo",518,28,128,6,25,0,2020-06-12,"Friday","June"
"3489","Rivers",482,28,196,8,22,0,2020-06-12,"Friday","June"
"3490","Oyo",469,35,216,98,7,0,2020-06-12,"Friday","June"
"3491","Borno",423,42,231,26,26,0,2020-06-12,"Friday","June"
"3492","Katsina",411,0,219,0,22,1,2020-06-12,"Friday","June"
"3493","Bauchi",402,10,230,0,10,0,2020-06-12,"Friday","June"
"3494","Kaduna",402,10,242,1,10,0,2020-06-12,"Friday","June"
"3495","Gombe",320,27,135,0,12,0,2020-06-12,"Friday","June"
"3496","Jigawa",314,0,178,7,5,0,2020-06-12,"Friday","June"
"3497","Delta",243,18,63,0,12,1,2020-06-12,"Friday","June"
"3498","Ebonyi",152,0,70,0,0,0,2020-06-12,"Friday","June"
"3499","Abia",151,54,16,0,0,0,2020-06-12,"Friday","June"
"3500","Kwara",149,6,70,0,1,0,2020-06-12,"Friday","June"
"3501","Plateau",148,18,99,0,3,0,2020-06-12,"Friday","June"
"3502","Nasarawa",132,4,64,33,6,1,2020-06-12,"Friday","June"
"3503","Sokoto",132,3,103,0,14,0,2020-06-12,"Friday","June"
"3504","Imo",114,0,19,0,1,0,2020-06-12,"Friday","June"
"3505","Zamfara",76,0,71,0,5,0,2020-06-12,"Friday","June"
"3506","Ondo",62,8,33,1,9,0,2020-06-12,"Friday","June"
"3507","Anambra",53,0,18,5,9,8,2020-06-12,"Friday","June"
"3508","Yobe",53,1,36,11,7,0,2020-06-12,"Friday","June"
"3509","Kebbi",50,3,29,0,5,0,2020-06-12,"Friday","June"
"3510","Osun",50,0,41,1,4,0,2020-06-12,"Friday","June"
"3511","Niger",49,3,28,2,1,0,2020-06-12,"Friday","June"
"3512","Akwa Ibom",45,0,14,0,2,0,2020-06-12,"Friday","June"
"3513","Adamawa",42,0,34,0,4,0,2020-06-12,"Friday","June"
"3514","Enugu",39,4,14,0,1,0,2020-06-12,"Friday","June"
"3515","Bayelsa",32,0,20,0,3,0,2020-06-12,"Friday","June"
"3516","Ekiti",30,0,18,0,2,0,2020-06-12,"Friday","June"
"3517","Benue",22,9,2,1,0,0,2020-06-12,"Friday","June"
"3518","Taraba",18,0,10,0,0,0,2020-06-12,"Friday","June"
"3519","Kogi",3,0,0,0,0,0,2020-06-12,"Friday","June"
"3520","Lagos",5663,121,902,0,67,0,2020-06-05,"Friday","June"
"3521","Kano",985,5,382,23,46,0,2020-06-05,"Friday","June"
"3522","FCT",862,70,217,2,22,0,2020-06-05,"Friday","June"
"3523","Katsina",385,0,198,62,19,0,2020-06-05,"Friday","June"
"3524","Edo",364,13,96,19,19,5,2020-06-05,"Friday","June"
"3525","Kaduna",335,15,197,8,10,1,2020-06-05,"Friday","June"
"3526","Oyo",334,16,112,14,7,0,2020-06-05,"Friday","June"
"3527","Ogun",329,13,186,22,10,1,2020-06-05,"Friday","June"
"3528","Borno",322,0,185,0,26,0,2020-06-05,"Friday","June"
"3529","Rivers",308,18,104,7,18,1,2020-06-05,"Friday","June"
"3530","Jigawa",282,8,153,0,5,0,2020-06-05,"Friday","June"
"3531","Bauchi",281,25,222,0,8,0,2020-06-05,"Friday","June"
"3532","Gombe",184,14,127,0,7,0,2020-06-05,"Friday","June"
"3533","Kwara",127,0,45,0,1,0,2020-06-05,"Friday","June"
"3534","Delta",116,0,31,0,8,0,2020-06-05,"Friday","June"
"3535","Sokoto",115,0,97,0,14,0,2020-06-05,"Friday","June"
"3536","Plateau",113,0,84,2,2,0,2020-06-05,"Friday","June"
"3537","Nasarawa",90,0,31,0,5,0,2020-06-05,"Friday","June"
"3538","Ebonyi",80,0,8,0,0,0,2020-06-05,"Friday","June"
"3539","Zamfara",76,0,71,0,5,0,2020-06-05,"Friday","June"
"3540","Yobe",52,0,25,0,7,0,2020-06-05,"Friday","June"
"3541","Osun",49,2,35,0,4,0,2020-06-05,"Friday","June"
"3542","Imo",47,0,19,0,0,0,2020-06-05,"Friday","June"
"3543","Akwa Ibom",45,0,14,0,2,0,2020-06-05,"Friday","June"
"3544","Adamawa",42,0,27,0,4,0,2020-06-05,"Friday","June"
"3545","Niger",41,0,17,0,1,0,2020-06-05,"Friday","June"
"3546","Ondo",38,2,21,0,6,2,2020-06-05,"Friday","June"
"3547","Kebbi",33,0,29,0,4,0,2020-06-05,"Friday","June"
"3548","Bayelsa",30,0,8,0,3,0,2020-06-05,"Friday","June"
"3549","Enugu",30,6,14,2,0,0,2020-06-05,"Friday","June"
"3550","Ekiti",25,0,18,0,2,0,2020-06-05,"Friday","June"
"3551","Taraba",18,0,10,0,0,0,2020-06-05,"Friday","June"
"3552","Abia",15,0,7,0,0,0,2020-06-05,"Friday","June"
"3553","Benue",13,0,1,0,0,0,2020-06-05,"Friday","June"
"3554","Anambra",12,0,3,0,1,0,2020-06-05,"Friday","June"
"3555","Kogi",3,0,0,0,0,0,2020-06-05,"Friday","June"
"3556","Lagos",5277,142,858,33,67,12,2020-06-02,"Tuesday","June"
"3557","Kano",970,12,286,46,45,0,2020-06-02,"Tuesday","June"
"3558","FCT",687,13,202,2,20,0,2020-06-02,"Tuesday","June"
"3559","Katsina",371,0,99,0,19,0,2020-06-02,"Tuesday","June"
"3560","Edo",336,11,77,8,14,1,2020-06-02,"Tuesday","June"
"3561","Oyo",317,15,98,0,7,0,2020-06-02,"Tuesday","June"
"3562","Kaduna",297,9,175,5,8,0,2020-06-02,"Tuesday","June"
"3563","Borno",296,8,175,7,26,0,2020-06-02,"Tuesday","June"
"3564","Ogun",280,0,160,0,9,0,2020-06-02,"Tuesday","June"
"3565","Jigawa",274,4,138,3,5,0,2020-06-02,"Tuesday","June"
"3566","Rivers",248,9,73,5,16,2,2020-06-02,"Tuesday","June"
"3567","Bauchi",241,1,222,1,8,0,2020-06-02,"Tuesday","June"
"3568","Gombe",164,3,122,0,6,0,2020-06-02,"Tuesday","June"
"3569","Sokoto",116,0,97,1,14,0,2020-06-02,"Tuesday","June"
"3570","Kwara",111,0,37,0,1,0,2020-06-02,"Tuesday","June"
"3571","Plateau",108,3,69,0,2,0,2020-06-02,"Tuesday","June"
"3572","Delta",98,10,23,6,8,0,2020-06-02,"Tuesday","June"
"3573","Nasarawa",80,0,19,0,3,0,2020-06-02,"Tuesday","June"
"3574","Zamfara",76,0,71,0,5,0,2020-06-02,"Tuesday","June"
"3575","Yobe",52,0,24,0,7,0,2020-06-02,"Tuesday","June"
"3576","Osun",46,1,35,0,4,0,2020-06-02,"Tuesday","June"
"3577","Akwa Ibom",45,0,14,0,2,0,2020-06-02,"Tuesday","June"
"3578","Adamawa",42,0,27,0,4,0,2020-06-02,"Tuesday","June"
"3579","Ebonyi",40,0,8,0,0,0,2020-06-02,"Tuesday","June"
"3580","Imo",39,0,14,0,0,0,2020-06-02,"Tuesday","June"
